2000/01;2002/03;2004/05;2006/07;2008/09;2010/11;2012/13;2014/15;2016/17;2017/18;IBGE_LEGEND;POINT_ID;STRATUM;BIOME;geometry
Floresta;Floresta;Em Conversao;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;61;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.024981174628806,-9.452227446394488],[-58.022916487332964,-9.452227380175726],[-58.022916487332964,-9.450177414267882],[-58.024981174628806,-9.450177442912416],[-58.024981174628806,-9.452227446394488]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;62;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-60.8551417975698,-9.466710488562974],[-60.85307717023993,-9.466710449829465],[-60.85307717023993,-9.464616032518743],[-60.8551417975698,-9.464616036828081],[-60.8551417975698,-9.466710488562974]]]}"
Floresta;Em Conversao;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;63;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.826328076495805,-9.489436483562764],[-56.82426340684752,-9.489436480330424],[-56.82426340684752,-9.487342200933549],[-56.8263280764958,-9.487342237327852],[-56.826328076495805,-9.489436483562764]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;64;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.45994510478398,-9.49148625911278],[-58.45783561832679,-9.491486220188596],[-58.45783561832679,-9.48943654454426],[-58.45994510478398,-9.489436545728196],[-58.45994510478398,-9.49148625911278]]]}"
Floresta;Floresta;Floresta;Em Conversao;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;65;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-61.146479269795506,-9.497679874808886],[-61.14441464211339,-9.497679862865418],[-61.14441464211339,-9.49563019920835],[-61.146479269795506,-9.495630177867932],[-61.146479269795506,-9.497679874808886]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;66;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-60.14553706149565,-9.508017245192447],[-60.14347241884382,-9.508017276711058],[-60.14347241884382,-9.505967651473716],[-60.14553706149565,-9.50596766076637],[-60.14553706149565,-9.508017245192447]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Dse - Floresta Ombrófila Densa Submontana com dossel emergente;67;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.56735176954477,-9.526596928362606],[-55.565242303001824,-9.526596990088075],[-55.565242303001824,-9.524547471289246],[-55.56735176954478,-9.524547440064135],[-55.56735176954477,-9.526596928362606]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;68;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.98656141882153,-9.541076847966036],[-56.98449674616953,-9.541076865138075],[-56.98449674616953,-9.53902742465997],[-56.98656141882153,-9.53902744193141],[-56.98656141882153,-9.541076847966036]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Dse - Floresta Ombrófila Densa Submontana com dossel emergente;69;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.20622051281522,-9.547269622665196],[-56.204111014322415,-9.547269615227913],[-56.20411101432241,-9.545220232936815],[-56.20622051281522,-9.54522019941097],[-56.20622051281522,-9.547269622665196]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;70;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-60.39939690249479,-9.551412844566274],[-60.397332318926345,-9.551412869206535],[-60.397332318926345,-9.54931898094804],[-60.39939690249479,-9.549318996945853],[-60.39939690249479,-9.551412844566274]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Dse - Floresta Ombrófila Densa Submontana com dossel emergente;71;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.86281846002055,-9.553462252229808],[-55.860753870309416,-9.553462251644579],[-55.860753870309416,-9.551412846649754],[-55.86281846002055,-9.551412879310854],[-55.86281846002055,-9.553462252229808]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;1Sd - Savana Florestada;72;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.21564635748843,-9.555556148151643],[-55.213581729768244,-9.555556128368849],[-55.213581729768244,-9.553462231817662],[-55.21564635748843,-9.55346220916548],[-55.21564635748843,-9.555556148151643]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Dse - Floresta Ombrófila Densa Submontana com dossel emergente;73;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.24576273154772,-9.565847178844148],[-56.24365318930878,-9.565847154114476],[-56.24365318930878,-9.563797846687734],[-56.24576273154772,-9.563797903464414],[-56.24576273154772,-9.565847178844148]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;1Sd - Savana Florestada;74;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.2364722265933,-9.580325352207273],[-55.234362673362035,-9.580325362131735],[-55.23436267336203,-9.578276168561269],[-55.2364722265933,-9.578276188501874],[-55.2364722265933,-9.580325352207273]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;75;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.852134975411204,-9.59685199977325],[-59.850025460870896,-9.596851977198956],[-59.850025460870896,-9.594758381288981],[-59.852134975411204,-9.59475836736776],[-59.852134975411204,-9.59685199977325]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;76;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.816722048416025,-9.598901050605363],[-59.814657398996246,-9.598901020621412],[-59.814657398996246,-9.59685196378729],[-59.816722048416025,-9.59685195876473],[-59.816722048416025,-9.598901050605363]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;77;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.697153263082264,-9.603043691250061],[-58.6950886825298,-9.603043721910147],[-58.6950886825298,-9.600994677948753],[-58.697153263082264,-9.60099468537043],[-58.697153263082264,-9.603043691250061]]]}"
Floresta;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;78;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.10729745408745,-9.613377828067442],[-57.10518788043907,-9.613377805429025],[-57.10518788043907,-9.611284264307333],[-57.10729745408745,-9.611284320064334],[-57.10729745408745,-9.613377828067442]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;79;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.29248587697461,-9.61956920212391],[-57.29042122011815,-9.619569222528652],[-57.29042122011815,-9.617475714653995],[-57.29248587697461,-9.617475728634044],[-57.29248587697461,-9.61956920212391]]]}"
Em Conversao;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;80;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.29042122011815,-9.623711605508394],[-57.28831170937617,-9.623711643277076],[-57.28831170937617,-9.621618127586647],[-57.29042122011815,-9.621618123351185],[-57.29042122011815,-9.623711605508394]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Dse - Floresta Ombrófila Densa Submontana com dossel emergente;81;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.080368143090375,-9.627809411674068],[-55.07830350566935,-9.627809380480343],[-55.07830350566935,-9.625760487531412],[-55.080368143090375,-9.625760549236533],[-55.080368143090375,-9.627809411674068]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Dse - Floresta Ombrófila Densa Submontana com dossel emergente;82;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.13449734368434,-9.63400056899512],[-55.132387861937836,-9.634000556622734],[-55.132387861937836,-9.631951690895475],[-55.13449734368434,-9.631951733005634],[-55.13449734368434,-9.63400056899512]]]}"
Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;3Ap - Pecuária (pastagens);83;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-60.65330169028548,-9.636093955226945],[-60.651237023412556,-9.636093955813275],[-60.651237023412556,-9.634000565279292],[-60.65330169028548,-9.634000530099305],[-60.65330169028548,-9.636093955226945]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Acc - Agricultura com Culturas Cíclicas;84;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.20828514752761,-9.646427002303081],[-56.20622051281522,-9.646427003193033],[-56.20622051281522,-9.644333737242262],[-56.20828514752761,-9.644333695467749],[-56.20828514752761,-9.646427002303081]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;85;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.79190226510443,-9.654666554571893],[-57.789837599520126,-9.654666561085387],[-57.789837599520126,-9.652617837401822],[-57.79190226510443,-9.652617793129805],[-57.79190226510443,-9.654666554571893]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Cultivo unico;Cultivo unico;Cultivo duplo;4Acc - Agricultura com Culturas Cíclicas;86;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.267666105793325,-9.658808493643994],[-55.265601408323356,-9.658808472068033],[-55.265601408323356,-9.656715248888162],[-55.267666105793325,-9.65671530053981],[-55.267666105793325,-9.658808493643994]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;87;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-60.992484653985386,-9.667047702477431],[-60.99042002925831,-9.66704770300155],[-60.99042002925831,-9.664999077821447],[-60.992484653985386,-9.664999043911502],[-60.992484653985386,-9.667047702477431]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;88;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.33620219357715,-9.671189531781188],[-57.33409268803439,-9.671189514973642],[-57.33409268803439,-9.669140886924728],[-57.33620219357715,-9.669140864509629],[-57.33620219357715,-9.671189531781188]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asc - Floresta Ombrófila Aberta Submontana com cipós;89;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.607029253584415,-9.675331285691565],[-53.60496468094754,-9.675331249442154],[-53.60496468094754,-9.673238097631055],[-53.607029253584415,-9.673238160253424],[-53.607029253584415,-9.675331285691565]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asc - Floresta Ombrófila Aberta Submontana com cipós;90;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.536293191479054,-9.69804312282381],[-53.534183663258155,-9.698043145694928],[-53.534183663258155,-9.6959501301244],[-53.536293191479054,-9.695950132530697],[-53.536293191479054,-9.69804312282381]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;91;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.40375126172217,-9.704232978240054],[-58.40164168214576,-9.704232982636558],[-58.40164168214576,-9.702140007822088],[-58.40375126172217,-9.70214003945986],[-58.40375126172217,-9.704232978240054]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;2Sas - Savana Arborizada sem floresta-de-galeria;92;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.44374415618747,-9.710422685272977],[-52.44167952524138,-9.710422658852156],[-52.44167952524139,-9.70837429332069],[-52.44374415618747,-9.708374274138603],[-52.44374415618747,-9.710422685272977]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;93;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.15851022941465,-9.71661232483709],[-54.15640072511922,-9.716612288140666],[-54.15640072511922,-9.714563936186028],[-54.15851022941465,-9.714563928969644],[-54.15851022941465,-9.71661232483709]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;94;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-61.038265632593195,-9.722801761732606],[-61.0362010167079,-9.722801738987503],[-61.0362010167079,-9.720753502538141],[-61.038265632593195,-9.7207534919919],[-61.038265632593195,-9.722801761732606]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Em Conversao;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;95;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.05927168505642,-9.726942875165898],[-59.05716213935389,-9.726942889430049],[-59.05716213935389,-9.724850082524378],[-59.05927168505642,-9.724850105698872],[-59.05927168505642,-9.726942875165898]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Ap - Pecuária (pastagens);96;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.15096889237882,-9.733132186767161],[-57.1489042704484,-9.73313213326814],[-57.1489042704484,-9.731083936211817],[-57.15096889237882,-9.731083951104296],[-57.15096889237882,-9.733132186767161]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;97;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.79737899659167,-9.733132137722208],[-54.79526948417557,-9.73313215788615],[-54.79526948417557,-9.73108389612606],[-54.797378996591675,-9.73108390513113],[-54.79737899659167,-9.733132137722208]]]}"
Floresta;Floresta;Em Conversao;Outros Usos;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;1Asc - Floresta Ombrófila Aberta Submontana com cipós;98;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.388357263964345,-9.735180411806208],[-55.38629263961141,-9.735180424498685],[-55.38629263961142,-9.733132203693854],[-55.38835726396434,-9.73313214986122],[-55.388357263964345,-9.735180411806208]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Dse - Floresta Ombrófila Densa Submontana com dossel emergente;99;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.219820516054185,-9.735180408015955],[-55.217710950637205,-9.735180426015432],[-55.217710950637205,-9.733132169227202],[-55.219820516054185,-9.733132181336488],[-55.219820516054185,-9.735180408015955]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Sd - Savana Florestada;100;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.51658977872969,-9.73518040318053],[-52.51452512601749,-9.735180373275202],[-52.51452512601749,-9.733132192373958],[-52.51658977872969,-9.7331321768107],[-52.51658977872969,-9.73518040318053]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;101;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-61.21932482782107,-9.751699305963541],[-61.21726022510036,-9.751699360289782],[-61.21726022510036,-9.749651235848818],[-61.21932482782107,-9.749651224820898],[-61.21932482782107,-9.751699305963541]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1rmh - Refúgio Vegetacional Montano herbáceo;102;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.32498232786911,-9.751699337899753],[-54.32291776697531,-9.75169931398915],[-54.32291776697531,-9.74965120838075],[-54.32498232786911,-9.749651189592113],[-54.32498232786911,-9.751699337899753]]]}"
Floresta;Floresta;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;1Asc - Floresta Ombrófila Aberta Submontana com cipós;103;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.3467504010447,-9.753792000350265],[-55.344685837867054,-9.753791977928843],[-55.344685837867054,-9.751699311768963],[-55.34675040104471,-9.751699364613815],[-55.3467504010447,-9.753792000350265]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Sas - Savana Arborizada sem floresta-de-galeria;104;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.90155377744664,-9.764076894153156],[-52.89948910333359,-9.764076867756843],[-52.8994891033336,-9.762028791215133],[-52.90155377744664,-9.762028843496271],[-52.90155377744664,-9.764076894153156]]]}"
